datetime,epoch,product,thing,product_id,const,sales,trend
2019-01-01 00:00:00,1546300800,D,5,2.4156864480584304,A,0.0,0.0
2019-01-01 00:05:00,1546301100,A,2,2.0146829772008177,A,0.08726433162158083,0.0027532969564674787
2019-01-01 00:10:00,1546301400,D,B,1.7175138942227135,A,0.17452866324316166,0.005506593912934957
2019-01-01 00:15:00,1546301700,B,B,2.23406971391373,A,0.2617929948647425,0.008259890869402436
2019-01-01 00:20:00,1546302000,A,4,2.931689243787761,A,0.3490573264863233,0.011013187825869915
2019-01-01 00:25:00,1546302300,C,2,3.8493876806763385,A,0.43632165810790413,0.013766484782337393
2019-01-01 00:30:00,1546302600,B,2,3.0026689190891234,A,0.523585989729485,0.016519781738804872
2019-01-01 00:35:00,1546302900,A,1,1.659115347854312,A,0.6108503213510658,0.019273078695272353
2019-01-01 00:40:00,1546303200,C,4,1.771600544482504,A,0.6981146529726466,0.02202637565173983
2019-01-01 00:45:00,1546303500,C,5,3.9360863947936853,A,0.7853789845942274,0.02477967260820731
2019-01-01 00:50:00,1546303800,D,B,2.210090767417724,A,0.8726433162158083,0.027532969564674787
2019-01-01 00:55:00,1546304100,A,2,2.7286528911646117,A,0.9599076478373891,0.030286266521142267
2019-01-01 01:00:00,1546304400,B,C,1.4687670650616598,A,1.04717197945897,0.033039563477609744
2019-01-01 01:05:00,1546304700,B,B,2.0417801512396903,A,1.1344363110805507,0.03579286043407722
2019-01-01 01:10:00,1546305000,D,B,2.649686041763972,A,1.2217006427021315,0.038546157390544705
2019-01-01 01:15:00,1546305300,D,B,3.0479589303690653,A,1.3089649743237124,0.04129945434701218
2019-01-01 01:20:00,1546305600,A,5,3.397515995511897,A,1.3962293059452933,0.04405275130347966
2019-01-01 01:25:00,1546305900,D,3,1.3968344353801583,A,1.4834936375668741,0.04680604825994714
2019-01-01 01:30:00,1546306200,B,B,1.2695452557106406,A,1.5707579691884548,0.04955934521641462
2019-01-01 01:35:00,1546306500,C,3,2.3007444365109704,A,1.6580223008100357,0.0523126421728821
2019-01-01 01:40:00,1546306800,D,1,1.2263219302887007,A,1.7452866324316165,0.055065939129349574
2019-01-01 01:45:00,1546307100,D,5,1.839419550609361,A,1.8325509640531974,0.05781923608581706
2019-01-01 01:50:00,1546307400,A,B,3.823172120521317,A,1.9198152956747783,0.060572533042284535
2019-01-01 01:55:00,1546307700,C,C,1.1885026139019805,A,2.007079627296359,0.06332582999875201
2019-01-01 02:00:00,1546308000,D,A,3.39009765796059,A,2.09434395891794,0.06607912695521949
2019-01-01 02:05:00,1546308300,B,5,3.183084555700811,A,2.1816082905395207,0.06883242391168697
2019-01-01 02:10:00,1546308600,C,1,3.946677114102977,A,2.2688726221611013,0.07158572086815444
2019-01-01 02:15:00,1546308900,D,1,2.6158251801454093,A,2.3561369537826824,0.07433901782462193
2019-01-01 02:20:00,1546309200,D,A,2.344635198095029,A,2.443401285404263,0.07709231478108941
2019-01-01 02:25:00,1546309500,B,3,1.6237848062802442,A,2.530665617025844,0.07984561173755689
2019-01-01 02:30:00,1546309800,D,1,1.7508956000536553,A,2.617929948647425,0.08259890869402436
2019-01-01 02:35:00,1546310100,D,5,1.3579376852109166,A,2.7051942802690054,0.08535220565049184
2019-01-01 02:40:00,1546310400,D,B,3.7806709792507194,A,2.7924586118905865,0.08810550260695932
2019-01-01 02:45:00,1546310700,B,2,3.8212296012987794,A,2.879722943512167,0.0908587995634268
2019-01-01 02:50:00,1546311000,D,B,2.7974017184360056,A,2.9669872751337483,0.09361209651989429
2019-01-01 02:55:00,1546311300,D,2,3.0627416195433943,A,3.054251606755329,0.09636539347636176
2019-01-01 03:00:00,1546311600,C,A,1.9940743704899497,A,3.1415159383769096,0.09911869043282924
2019-01-01 03:05:00,1546311900,A,4,3.9869128302297185,A,3.2287802699984907,0.10187198738929672
2019-01-01 03:10:00,1546312200,B,5,2.590082034783765,A,3.3160446016200713,0.1046252843457642
2019-01-01 03:15:00,1546312500,B,4,2.0604626133076205,A,3.4033089332416524,0.10737858130223167
2019-01-01 03:20:00,1546312800,B,5,2.4966355332341292,A,3.490573264863233,0.11013187825869915
2019-01-01 03:25:00,1546313100,C,2,1.4887491252138816,A,3.5778375964848137,0.11288517521516662
2019-01-01 03:30:00,1546313400,C,2,3.099803581187942,A,3.665101928106395,0.11563847217163412
2019-01-01 03:35:00,1546313700,A,5,3.2168732522330217,A,3.7523662597279754,0.11839176912810159
2019-01-01 03:40:00,1546314000,A,5,1.4126822629735312,A,3.8396305913495565,0.12114506608456907
2019-01-01 03:45:00,1546314300,A,1,1.4097097359898147,A,3.926894922971137,0.12389836304103655
2019-01-01 03:50:00,1546314600,D,4,1.389630816759341,A,4.014159254592718,0.12665165999750402
2019-01-01 03:55:00,1546314900,D,4,1.1642098395243012,A,4.101423586214299,0.1294049569539715
2019-01-01 04:00:00,1546315200,B,4,3.263713178568457,A,4.18868791783588,0.13215825391043898
2019-01-01 04:05:00,1546315500,A,4,3.7909627863357205,A,4.27595224945746,0.13491155086690645
2019-01-01 04:10:00,1546315800,B,1,1.5879504280771397,A,4.363216581079041,0.13766484782337393
2019-01-01 04:15:00,1546316100,C,3,1.5122706604931222,A,4.450480912700622,0.1404181447798414
2019-01-01 04:20:00,1546316400,D,5,1.4970156060111006,A,4.537745244322203,0.14317144173630889
2019-01-01 04:25:00,1546316700,D,2,1.6271489455979748,A,4.625009575943784,0.1459247386927764
2019-01-01 04:30:00,1546317000,D,5,3.754474226172656,A,4.712273907565365,0.14867803564924387
2019-01-01 04:35:00,1546317300,A,4,1.3695064313607643,A,4.799538239186945,0.15143133260571134
2019-01-01 04:40:00,1546317600,A,B,2.299827602446329,A,4.886802570808526,0.15418462956217882
2019-01-01 04:45:00,1546317900,A,1,1.563661620607924,A,4.974066902430107,0.1569379265186463
2019-01-01 04:50:00,1546318200,B,2,1.520716624643192,A,5.061331234051688,0.15969122347511377
2019-01-01 04:55:00,1546318500,D,4,2.8500901838641433,A,5.1485955656732685,0.16244452043158125
2019-01-01 05:00:00,1546318800,B,1,2.1136909707607896,A,5.23585989729485,0.16519781738804873
2019-01-01 05:05:00,1546319100,A,1,2.6463647067338716,A,5.323124228916431,0.1679511143445162
2019-01-01 05:10:00,1546319400,C,B,2.500643909935595,A,5.410388560538011,0.17070441130098368
2019-01-01 05:15:00,1546319700,A,3,1.7219855223467342,A,5.497652892159592,0.17345770825745116
2019-01-01 05:20:00,1546320000,A,2,2.8335727493201515,A,5.584917223781173,0.17621100521391864
2019-01-01 05:25:00,1546320300,D,5,2.738301577208663,A,5.672181555402753,0.1789643021703861
2019-01-01 05:30:00,1546320600,A,C,2.711563392830763,A,5.759445887024334,0.1817175991268536
2019-01-01 05:35:00,1546320900,B,C,3.3599905769900396,A,5.8467102186459154,0.18447089608332107
2019-01-01 05:40:00,1546321200,A,5,3.653547316970415,A,5.9339745502674965,0.18722419303978857
2019-01-01 05:45:00,1546321500,B,4,1.2922018863455382,A,6.021238881889077,0.18997748999625605
2019-01-01 05:50:00,1546321800,C,C,3.5884635628905555,A,6.108503213510658,0.19273078695272353
2019-01-01 05:55:00,1546322100,D,A,1.9233220112179343,A,6.195767545132239,0.195484083909191
2019-01-01 06:00:00,1546322400,D,C,2.6082167063494897,A,6.283031876753819,0.19823738086565848
2019-01-01 06:05:00,1546322700,B,4,3.791881716140747,A,6.3702962083754,0.20099067782212596
2019-01-01 06:10:00,1546323000,C,1,2.7808977774284,A,6.457560539996981,0.20374397477859343
2019-01-01 06:15:00,1546323300,A,C,3.903299271013736,A,6.5448248716185615,0.2064972717350609
2019-01-01 06:20:00,1546323600,B,5,3.2708349640014354,A,6.632089203240143,0.2092505686915284
2019-01-01 06:25:00,1546323900,B,B,1.8497052928643307,A,6.719353534861724,0.21200386564799586
2019-01-01 06:30:00,1546324200,D,1,2.273331851646847,A,6.806617866483305,0.21475716260446334
2019-01-01 06:35:00,1546324500,C,5,1.5637435447264307,A,6.893882198104885,0.21751045956093082
2019-01-01 06:40:00,1546324800,D,A,1.8567300354347196,A,6.981146529726466,0.2202637565173983
2019-01-01 06:45:00,1546325100,D,B,2.857812163342537,A,7.068410861348047,0.22301705347386577
