datetime,product,product_id,const,sales
2019-01-01 00:00:00,B,1.8375371268089848,5,0.006766216457086548
2019-01-01 00:05:00,A,1.6517969992493287,5,0.014702137001461264
2019-01-01 00:10:00,B,3.9596108001374795,5,0.07483623462078866
2019-01-01 00:15:00,A,1.8256496031329799,5,0.06911521062967743
2019-01-01 00:20:00,A,2.160532988298916,5,0.11107347949387346
2019-01-01 00:25:00,A,2.3185561117080375,5,0.1790615956483562
2019-01-01 00:30:00,D,1.7213969795202266,5,0.14011017847103405
2019-01-01 00:35:00,B,1.0562225928746187,5,0.17795630590837824
2019-01-01 00:40:00,D,3.114442368784057,5,0.2161928234833025
2019-01-01 00:45:00,C,3.944342069122185,5,0.24702378824294255
2019-01-01 00:50:00,A,3.776646625059883,5,0.2943641704321425
2019-01-01 00:55:00,B,2.0383527313630383,5,0.29697683428082566
2019-01-01 01:00:00,B,2.111609065270197,5,0.32190852786251206
2019-01-01 01:05:00,A,3.2037198876474275,5,0.3702929778627895
2019-01-01 01:10:00,C,2.582080335778752,5,0.40761151091211195
2019-01-01 01:15:00,A,1.7684956382661772,5,0.43539320611978793
2019-01-01 01:20:00,B,2.2654062256439067,5,0.4646562687647729
2019-01-01 01:25:00,D,1.6633447290449572,5,0.49049125033949154
2019-01-01 01:30:00,B,3.39739415509678,5,0.540552540405956
2019-01-01 01:35:00,A,1.4917500565484056,5,0.5403924723921467
2019-01-01 01:40:00,D,3.2825667083121135,5,0.5819559056155997
2019-01-01 01:45:00,A,1.4354183206018614,5,0.578936303020301
2019-01-01 01:50:00,D,1.8673910787315524,5,0.641935953242273
2019-01-01 01:55:00,C,2.001587031402422,5,0.6578428424393443
2019-01-01 02:00:00,A,2.843082966727432,5,0.707361014668823
2019-01-01 02:05:00,B,1.0985559169663817,5,0.6998235749682087
2019-01-01 02:10:00,D,3.8315647453411645,5,0.7685377071532912
2019-01-01 02:15:00,D,2.0504295602980473,5,0.7684550135976532
2019-01-01 02:20:00,D,3.9585706478958667,5,0.7955378700385316
2019-01-01 02:25:00,D,2.8687679281978333,5,0.8198878424816723
2019-01-01 02:30:00,C,1.0679049736532127,5,0.868854177545046
2019-01-01 02:35:00,B,1.243349892286105,5,0.8921475511012691
2019-01-01 02:40:00,C,2.682591696799429,5,0.9191802567536117
2019-01-01 02:45:00,B,1.026361558830848,5,0.967525373156246
2019-01-01 02:50:00,A,3.7490558244421845,5,0.9651250498805798
2019-01-01 02:55:00,B,2.681863129211908,5,1.0202120943212367
2019-01-01 03:00:00,D,1.0571800805632479,5,1.0524407087507177
2019-01-01 03:05:00,D,1.0561039065028424,5,1.090559173407597
2019-01-01 03:10:00,D,3.349192505343527,5,1.1212791883688464
2019-01-01 03:15:00,B,3.1239553821233206,5,1.1361368129501006
2019-01-01 03:20:00,C,1.5423140443907317,5,1.1668885190417495
2019-01-01 03:25:00,D,2.8125506319866993,5,1.186855140613598
2019-01-01 03:30:00,D,2.0340364655752765,5,1.1893774080258381
2019-01-01 03:35:00,D,1.1161851639856675,5,1.2526278361343899
2019-01-01 03:40:00,B,2.9749206220175317,5,1.272793089301558
2019-01-01 03:45:00,A,2.3822334643938032,5,1.3156220759923027
2019-01-01 03:50:00,C,3.52271249041648,5,1.3202457233084928
2019-01-01 03:55:00,A,3.00197949582057,5,1.381863285675847
2019-01-01 04:00:00,B,2.700182332528067,5,1.4070108904908805
2019-01-01 04:05:00,A,3.27257966494463,5,1.4265108453748085
2019-01-01 04:10:00,C,2.867448260970656,5,1.471296311311926
2019-01-01 04:15:00,B,1.3401461483061974,5,1.4718176472212612
2019-01-01 04:20:00,C,3.583474771308076,5,1.4989320425846233
2019-01-01 04:25:00,D,1.4911755859789138,5,1.5352179936861836
2019-01-01 04:30:00,C,2.6782477624379086,5,1.5807331125717494
2019-01-01 04:35:00,C,2.052767109292697,5,1.5896123456269853
2019-01-01 04:40:00,A,1.8442977936422413,5,1.6246082352588673
2019-01-01 04:45:00,C,2.3103412207059053,5,1.656777200914206
2019-01-01 04:50:00,C,3.1826106124216746,5,1.6607462580282324
2019-01-01 04:55:00,D,2.000092031102015,5,1.744691528485952
2019-01-01 05:00:00,B,3.65028434570759,5,1.7422782310991458
2019-01-01 05:05:00,D,3.256285703984232,5,1.7483277681412734
2019-01-01 05:10:00,C,1.8244661068686996,5,1.7781215785647686
2019-01-01 05:15:00,D,2.847051786102514,5,1.831339395651651
2019-01-01 05:20:00,A,1.1753627143622705,5,1.8599425173233453
2019-01-01 05:25:00,B,3.614351185807508,5,1.9014045809122504
2019-01-01 05:30:00,A,3.519424255928958,5,1.922344628509567
2019-01-01 05:35:00,B,1.2353498911591567,5,1.968088746688873
2019-01-01 05:40:00,C,2.1955846778040558,5,1.9557404618567427
2019-01-01 05:45:00,A,1.1593884292007308,5,1.9614011371214746
