datetime,epoch,product,product_id,const,sales,trend
2019-01-01 00:00:00,1546300800,B,2.7302803025871714,5,0.0,0.0
2019-01-01 00:05:00,1546301100,C,1.2247400129267336,5,-0.08724480700868295,0.0295970416252226
2019-01-01 00:10:00,1546301400,B,2.1202947142708433,5,-0.1744896140173659,0.0591940832504452
2019-01-01 00:15:00,1546301700,B,2.961078006619609,5,-0.2617344210260489,0.0887911248756678
2019-01-01 00:20:00,1546302000,A,3.6241453420145326,5,-0.3489792280347318,0.1183881665008904
2019-01-01 00:25:00,1546302300,C,3.4821058915671363,5,-0.4362240350434148,0.147985208126113
2019-01-01 00:30:00,1546302600,A,3.0106669876634125,5,-0.5234688420520978,0.1775822497513356
2019-01-01 00:35:00,1546302900,B,3.6560169790219317,5,-0.6107136490607806,0.20717929137655822
2019-01-01 00:40:00,1546303200,C,3.114314794085458,5,-0.6979584560694636,0.2367763330017808
2019-01-01 00:45:00,1546303500,A,2.8880108229595787,5,-0.7852032630781466,0.2663733746270034
2019-01-01 00:50:00,1546303800,C,2.1853083265280855,5,-0.8724480700868296,0.295970416252226
2019-01-01 00:55:00,1546304100,D,1.7503085335430095,5,-0.9596928770955125,0.3255674578774486
2019-01-01 01:00:00,1546304400,C,2.265020289624441,5,-1.0469376841041955,0.3551644995026712
2019-01-01 01:05:00,1546304700,A,1.246450877253813,5,-1.1341824911128784,0.3847615411278938
2019-01-01 01:10:00,1546305000,C,2.3657048578742548,5,-1.2214272981215613,0.41435858275311643
2019-01-01 01:15:00,1546305300,B,2.5112328802819706,5,-1.3086721051302443,0.443955624378339
2019-01-01 01:20:00,1546305600,A,3.050401150214808,5,-1.3959169121389272,0.4735526660035616
2019-01-01 01:25:00,1546305900,C,2.6272045894306264,5,-1.4831617191476103,0.5031497076287842
2019-01-01 01:30:00,1546306200,C,3.5146482649439625,5,-1.5704065261562932,0.5327467492540068
2019-01-01 01:35:00,1546306500,C,3.3076883797271206,5,-1.657651333164976,0.5623437908792294
2019-01-01 01:40:00,1546306800,D,1.4628345984420235,5,-1.7448961401736591,0.591940832504452
2019-01-01 01:45:00,1546307100,D,1.071875528410609,5,-1.832140947182342,0.6215378741296747
2019-01-01 01:50:00,1546307400,B,1.8733646126623178,5,-1.919385754191025,0.6511349157548972
2019-01-01 01:55:00,1546307700,D,2.2193251226497246,5,-2.006630561199708,0.6807319573801198
2019-01-01 02:00:00,1546308000,B,2.5270344879807376,5,-2.093875368208391,0.7103289990053424
2019-01-01 02:05:00,1546308300,A,2.7477971089747113,5,-2.1811201752170737,0.739926040630565
2019-01-01 02:10:00,1546308600,D,1.543321474540622,5,-2.2683649822257568,0.7695230822557876
2019-01-01 02:15:00,1546308900,B,1.0363927874187777,5,-2.35560978923444,0.7991201238810102
2019-01-01 02:20:00,1546309200,B,1.1591173875106846,5,-2.4428545962431225,0.8287171655062329
2019-01-01 02:25:00,1546309500,A,3.6755567036921484,5,-2.5300994032518056,0.8583142071314555
2019-01-01 02:30:00,1546309800,C,3.4576336454893126,5,-2.6173442102604887,0.887911248756678
2019-01-01 02:35:00,1546310100,B,2.0084978558708357,5,-2.704589017269172,0.9175082903819006
2019-01-01 02:40:00,1546310400,D,3.7368085890472496,5,-2.7918338242778544,0.9471053320071232
2019-01-01 02:45:00,1546310700,D,3.67940953931729,5,-2.8790786312865375,0.9767023736323458
2019-01-01 02:50:00,1546311000,D,1.7104574332822002,5,-2.9663234382952206,1.0062994152575684
2019-01-01 02:55:00,1546311300,B,2.4607563420841654,5,-3.0535682453039033,1.035896456882791
2019-01-01 03:00:00,1546311600,B,2.2078783201394496,5,-3.1408130523125863,1.0654934985080136
2019-01-01 03:05:00,1546311900,B,2.963456330466353,5,-3.2280578593212694,1.0950905401332363
2019-01-01 03:10:00,1546312200,D,1.176033246475055,5,-3.315302666329952,1.1246875817584587
2019-01-01 03:15:00,1546312500,C,1.1154301689975168,5,-3.402547473338635,1.1542846233836814
2019-01-01 03:20:00,1546312800,D,1.8964582459916544,5,-3.4897922803473183,1.183881665008904
2019-01-01 03:25:00,1546313100,D,1.542463967890074,5,-3.5770370873560013,1.2134787066341266
2019-01-01 03:30:00,1546313400,C,1.726465997092947,5,-3.664281894364684,1.2430757482593493
2019-01-01 03:35:00,1546313700,C,1.9170191491636026,5,-3.751526701373367,1.2726727898845718
2019-01-01 03:40:00,1546314000,C,1.3148727043867785,5,-3.83877150838205,1.3022698315097945
2019-01-01 03:45:00,1546314300,C,2.90139438328869,5,-3.926016315390733,1.331866873135017
2019-01-01 03:50:00,1546314600,C,3.6830998157737587,5,-4.013261122399416,1.3614639147602396
2019-01-01 03:55:00,1546314900,D,3.999750315844544,5,-4.100505929408099,1.3910609563854621
2019-01-01 04:00:00,1546315200,D,1.0556269089703476,5,-4.187750736416782,1.4206579980106848
2019-01-01 04:05:00,1546315500,C,2.470612619458997,5,-4.274995543425465,1.4502550396359075
2019-01-01 04:10:00,1546315800,C,1.9438744296173542,5,-4.362240350434147,1.47985208126113
2019-01-01 04:15:00,1546316100,A,1.4318291863888146,5,-4.4494851574428305,1.5094491228863527
2019-01-01 04:20:00,1546316400,B,3.3679784181788808,5,-4.5367299644515136,1.5390461645115752
2019-01-01 04:25:00,1546316700,D,1.9180595398026903,5,-4.623974771460197,1.5686432061367979
2019-01-01 04:30:00,1546317000,B,3.8464106658008976,5,-4.71121957846888,1.5982402477620203
2019-01-01 04:35:00,1546317300,B,2.3036926342686166,5,-4.798464385477563,1.627837289387243
2019-01-01 04:40:00,1546317600,D,3.1012329029000925,5,-4.885709192486245,1.6574343310124657
2019-01-01 04:45:00,1546317900,C,3.038324488145053,5,-4.972953999494928,1.6870313726376882
2019-01-01 04:50:00,1546318200,B,2.7184946544642377,5,-5.060198806503611,1.716628414262911
2019-01-01 04:55:00,1546318500,B,2.0896453462004843,5,-5.147443613512294,1.7462254558881334
2019-01-01 05:00:00,1546318800,A,3.0350725192628083,5,-5.234688420520977,1.775822497513356
