datetime,epoch,product,region,tier,score,weight,item_id,sales,temperature,price,traffic,load_states
2024-01-01 00:00:00,1704067200,Watch,North,Basic,75,2.0133278400052816,prod_88,4.888737857100095,,-40.523733688886075,43.314620336147904,56.45191530386518
2024-01-01 01:00:00,1704070800,Watch,South,Pro,92,1.6247348558156138,prod_88,22.094065887475654,,-37.991887247885984,56.91280759693201,55.42078011705432
2024-01-01 02:00:00,1704074400,Watch,East,Enterprise,6,1.8496707494498148,prod_88,22.59675020498381,,-35.733238497402695,14.089272733050445,47.81755454347796
2024-01-01 03:00:00,1704078000,Tablet,West,Basic,13,0.8396339539356097,prod_88,24.06727998839089,,-33.43338507026866,32.888044805737536,98.20125390906199
2024-01-01 04:00:00,1704081600,Laptop,North,Pro,40,1.9090860913833576,prod_88,19.069442240121592,,-31.8951122023456,15.14612964152331,95.81420518433862
2024-01-01 05:00:00,1704085200,Tablet,South,Enterprise,10,0.7892626013750019,prod_88,9.147123952152448,,-31.480982258810357,41.83330246411043,103.93685083222144
2024-01-01 06:00:00,1704088800,Phone,East,Basic,20,1.8745450870114397,prod_88,28.94889513272844,,-30.796179786152003,76.82802878755905,97.88265947890766
2024-01-01 07:00:00,1704092400,Watch,West,Pro,89,1.7005889264791891,prod_88,24.89877982087366,,-27.59320050362032,16.58584020329765,95.90508235974633
2024-01-01 08:00:00,1704096000,Laptop,North,Enterprise,92,2.1863016076139132,prod_88,21.0674262848117,23.00464050434681,-24.925939533982486,50.53364303911005,102.68638005978076
2024-01-01 09:00:00,1704099600,Watch,South,Basic,33,1.5008347747380935,prod_88,19.191590662636845,22.73430687474478,-22.75829291533651,40.000022189347106,95.51411779297125
2024-01-01 10:00:00,1704103200,Phone,East,Pro,64,0.6723962464352218,prod_88,27.64964629034573,23.245491598251927,-21.81224449900376,46.39649668450622,98.35508854123998
2024-01-01 11:00:00,1704106800,Phone,West,Enterprise,7,1.618372133746823,prod_88,32.505429137258695,22.619253745330305,-20.547818577955702,73.39740360167818,100.53552932436097
2024-01-01 12:00:00,1704110400,Watch,North,Basic,97,2.412463226719506,prod_88,32.509165308316724,24.002100880628035,-19.33487007499527,58.04766325698536,96.78785255369365
2024-01-01 13:00:00,1704114000,Tablet,South,Pro,97,1.7518589887689322,prod_88,35.63230654181669,25.480867302052395,-16.919545084353427,26.461835790758045,97.54225659540032
2024-01-01 14:00:00,1704117600,Phone,East,Enterprise,45,1.4631746355597979,prod_88,34.15138390271855,24.288202461404982,-16.335193298227423,41.77108281433969,107.67491600569728
2024-01-01 15:00:00,1704121200,Watch,West,Basic,3,2.170869083403373,prod_88,29.8827942638104,24.14751818565563,-16.26563524574115,30.13077668348767,98.97882399857427
2024-01-01 16:00:00,1704124800,Phone,North,Pro,11,2.2018540600743624,prod_88,31.722359854313716,25.50639616657041,-13.981554907256262,22.9482592641787,98.20186520108194
2024-01-01 17:00:00,1704128400,Watch,South,Enterprise,71,2.2371334582691382,prod_88,42.677933035680866,26.400219886314876,-12.53983029905431,37.689666892881164,99.12437430965639
